id,Category,blouse_pattern,border,border_width,occassion,ornamentation,pallu_details,transparency
10778,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
10783,Sarees,same as saree,woven design,big border,daily,,same as saree,no
10786,Sarees,same as border,temple border,big border,party,,zari woven,yes
10808,Sarees,default,zari,big border,traditional,,zari woven,no
10821,Sarees,default,zari,small border,traditional,,same as saree,no
10823,Sarees,same as saree,temple border,small border,daily,,same as saree,no
10824,Sarees,default,no border,no border,party,,zari woven,no
10831,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
10834,Sarees,same as border,zari,big border,party,,zari woven,no
10838,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
10840,Sarees,default,no border,no border,party,,zari woven,no
10843,Sarees,default,woven design,small border,wedding,,same as saree,no
10849,Sarees,default,zari,big border,daily,,zari woven,yes
10860,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
10861,Sarees,same as saree,zari,big border,party,,zari woven,no
10864,Sarees,default,woven design,big border,wedding,,same as saree,no
10873,Sarees,same as border,zari,big border,traditional,,zari woven,no
10879,Sarees,same as border,temple border,big border,party,,zari woven,no
10890,Sarees,same as border,temple border,big border,party,,zari woven,no
10894,Sarees,same as border,zari,big border,party,,zari woven,yes
10905,Sarees,same as border,temple border,big border,party,,zari woven,yes
10927,Sarees,,woven design,big border,daily,tassels and latkans,same as saree,no
10929,Sarees,same as saree,zari,big border,daily,,zari woven,no
10944,Sarees,solid,zari,big border,party,,zari woven,no
10964,Sarees,same as border,temple border,big border,party,,zari woven,yes
10976,Sarees,,woven design,big border,wedding,default,same as saree,no
10977,Sarees,same as border,zari,big border,traditional,,zari woven,no
10978,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
10986,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
11001,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
11011,Sarees,same as saree,woven design,,party,jacquard,woven design,no
11012,Sarees,same as saree,zari,small border,party,,same as saree,no
11019,Sarees,same as border,zari,big border,party,,zari woven,no
11046,Sarees,same as saree,woven design,,party,jacquard,woven design,no
11062,Sarees,same as border,temple border,big border,party,,zari woven,yes
11066,Sarees,default,zari,big border,traditional,,zari woven,no
11070,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
11075,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
11077,Sarees,same as saree,temple border,small border,daily,,zari woven,yes
11080,Sarees,same as saree,zari,big border,traditional,,same as saree,no
11086,Sarees,default,woven design,small border,wedding,,same as saree,no
11091,Sarees,same as border,temple border,big border,party,,zari woven,yes
11093,Sarees,same as saree,zari,big border,party,,zari woven,no
11107,Sarees,solid,zari,big border,daily,,zari woven,no
11117,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
11121,Sarees,same as saree,temple border,small border,daily,,zari woven,yes
11122,Sarees,solid,zari,big border,party,,default,no
11126,Sarees,same as border,temple border,big border,party,,zari woven,no
11139,Sarees,same as border,zari,small border,traditional,,zari woven,no
11141,Sarees,default,woven design,big border,wedding,,same as saree,no
11149,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
11151,Sarees,default,woven design,big border,traditional,,zari woven,no
11153,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
11156,Sarees,default,no border,no border,party,,zari woven,no
11162,Sarees,same as saree,zari,big border,daily,,zari woven,no
11163,Sarees,same as border,woven design,big border,daily,,zari woven,no
11167,Sarees,same as border,default,big border,traditional,,zari woven,no
11169,Sarees,same as saree,temple border,big border,daily,,zari woven,no
11177,Sarees,same as border,zari,big border,traditional,,same as saree,no
11192,Sarees,same as saree,zari,big border,party,,zari woven,no
11205,Sarees,default,no border,no border,party,,zari woven,no
11209,Sarees,same as border,temple border,big border,party,,zari woven,yes
11210,Sarees,same as border,woven design,small border,traditional,,same as saree,no
11211,Sarees,default,no border,no border,party,,zari woven,no
11215,Sarees,same as saree,no border,no border,party,,same as saree,no
11217,Sarees,same as border,temple border,big border,party,,zari woven,no
11218,Sarees,same as saree,zari,big border,party,,zari woven,no
11219,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
11244,Sarees,same as border,zari,big border,party,,same as saree,no
11252,Sarees,same as border,woven design,small border,party,,same as saree,no
11261,Sarees,same as saree,solid,small border,party,,same as saree,no
11278,Sarees,default,zari,big border,traditional,,zari woven,no
11280,Sarees,,woven design,big border,daily,tassels and latkans,same as saree,no
11287,Sarees,default,woven design,big border,wedding,,zari woven,no
11293,Sarees,same as border,woven design,small border,party,,zari woven,no
11304,Sarees,same as saree,no border,no border,party,,same as saree,no
11316,Sarees,solid,zari,big border,daily,,zari woven,no
11319,Sarees,same as border,zari,small border,traditional,,zari woven,no
11321,Sarees,same as border,woven design,small border,daily,,same as saree,no
11324,Sarees,,default,small border,party,default,same as saree,no
11329,Sarees,same as saree,woven design,,party,jacquard,woven design,no
11332,Sarees,default,no border,no border,party,,zari woven,no
11336,Sarees,,temple border,big border,traditional,jacquard,zari woven,no
11338,Sarees,same as border,temple border,big border,party,,default,no
11339,Sarees,default,zari,big border,traditional,,zari woven,no
11341,Sarees,same as border,zari,small border,party,,zari woven,no
11343,Sarees,same as border,woven design,big border,daily,,same as saree,no
11346,Sarees,,solid,big border,daily,default,same as saree,no
11354,Sarees,same as saree,woven design,big border,daily,,same as saree,no
11370,Sarees,same as saree,zari,big border,party,,same as saree,no
11381,Sarees,same as saree,zari,big border,daily,,zari woven,no
11389,Sarees,same as saree,zari,big border,daily,,zari woven,no
11391,Sarees,same as saree,woven design,big border,daily,,same as saree,no
11396,Sarees,same as border,temple border,big border,party,,zari woven,no
11397,Sarees,same as saree,woven design,,party,jacquard,woven design,no
11398,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
11402,Sarees,default,woven design,big border,traditional,,zari woven,no
11410,Sarees,same as border,zari,small border,traditional,,zari woven,no
11420,Sarees,default,zari,big border,traditional,,zari woven,no
11425,Sarees,same as saree,zari,big border,party,,zari woven,yes
11428,Sarees,same as saree,woven design,big border,daily,,same as saree,no
11430,Sarees,same as border,woven design,big border,wedding,,same as saree,no
11443,Sarees,same as saree,zari,big border,daily,,same as saree,no
11448,Sarees,default,zari,big border,traditional,,zari woven,no
11482,Sarees,default,woven design,small border,traditional,,same as saree,no
11483,Sarees,same as border,temple border,big border,party,,zari woven,no
11494,Sarees,same as saree,zari,big border,party,,zari woven,yes
11502,Sarees,default,no border,no border,party,,zari woven,no
11512,Sarees,same as border,woven design,big border,traditional,,same as saree,no
11520,Sarees,same as saree,zari,small border,party,,same as saree,no
11528,Sarees,same as border,temple border,big border,party,,zari woven,yes
11529,Sarees,default,no border,no border,party,,zari woven,no
11531,Sarees,same as saree,zari,small border,daily,,zari woven,no
11549,Sarees,solid,zari,big border,daily,,zari woven,no
11558,Sarees,same as saree,zari,big border,traditional,,same as saree,no
11562,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
11567,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
11568,Sarees,same as saree,temple border,big border,party,,zari woven,no
11571,Sarees,same as saree,zari,big border,daily,,zari woven,no
11574,Sarees,same as border,temple border,big border,party,,zari woven,no
11583,Sarees,,zari,big border,traditional,default,zari woven,no
11587,Sarees,same as saree,zari,small border,wedding,,same as saree,no
11589,Sarees,same as border,zari,big border,traditional,,zari woven,no
11594,Sarees,same as saree,zari,big border,party,,zari woven,no
11605,Sarees,same as border,temple border,big border,party,,zari woven,yes
11607,Sarees,default,woven design,big border,wedding,,zari woven,no
11615,Sarees,same as border,zari,small border,party,,zari woven,no
11621,Sarees,same as border,zari,big border,party,,zari woven,no
11634,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
11638,Sarees,same as saree,temple border,big border,party,,zari woven,no
11649,Sarees,default,no border,no border,party,,same as saree,no
11650,Sarees,same as border,temple border,big border,party,,zari woven,no
11659,Sarees,same as border,zari,big border,traditional,,zari woven,no
11663,Sarees,same as saree,zari,big border,party,,zari woven,yes
11665,Sarees,same as saree,zari,big border,party,,zari woven,no
11667,Sarees,same as border,temple border,big border,party,,zari woven,yes
11673,Sarees,same as border,temple border,big border,party,,zari woven,no
11680,Sarees,same as border,temple border,big border,party,,zari woven,yes
11685,Sarees,same as saree,woven design,big border,daily,,same as saree,no
11690,Sarees,default,no border,no border,party,,zari woven,no
11692,Sarees,same as saree,woven design,,party,jacquard,woven design,no
11696,Sarees,default,zari,big border,traditional,,zari woven,no
11700,Sarees,same as border,temple border,big border,party,,zari woven,yes
11723,Sarees,same as saree,woven design,big border,party,,same as saree,no
11734,Sarees,same as saree,temple border,big border,party,,zari woven,no
11741,Sarees,same as saree,zari,big border,traditional,,zari woven,no
11745,Sarees,same as border,temple border,big border,party,,zari woven,yes
11772,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
11778,Sarees,same as saree,woven design,big border,daily,,same as saree,no
11782,Sarees,same as saree,solid,small border,traditional,,same as saree,no
11786,Sarees,same as saree,woven design,,party,jacquard,woven design,no
11788,Sarees,same as border,temple border,big border,party,,zari woven,no
11790,Sarees,same as saree,zari,big border,party,,zari woven,no
11796,Sarees,same as saree,temple border,big border,party,,zari woven,yes
11809,Sarees,default,woven design,big border,wedding,,same as saree,no
11819,Sarees,default,no border,no border,party,,zari woven,no
11822,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
11824,Sarees,same as border,temple border,big border,party,,zari woven,no
11830,Sarees,same as border,zari,big border,daily,,zari woven,no
11838,Sarees,same as border,zari,big border,daily,,same as saree,no
11846,Sarees,same as border,zari,small border,traditional,,zari woven,no
11858,Sarees,solid,zari,big border,party,,zari woven,no
11859,Sarees,same as saree,zari,big border,party,,zari woven,no
11862,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
11868,Sarees,same as border,temple border,big border,party,,zari woven,yes
