id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
23982,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24043,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24223,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24413,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24625,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25252,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25271,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25300,Sarees,solid,zari,big border,traditional,tassels and latkans,same as saree,no
25416,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
23523,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
23532,Sarees,default,no border,no border,party,jacquard,same as saree,no
23633,Sarees,default,no border,no border,party,jacquard,same as saree,no
23801,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
25237,Sarees,default,no border,no border,party,jacquard,same as saree,no
25568,Sarees,same as saree,zari,no border,traditional,default,same as saree,no
7522,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
7617,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
7626,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
8588,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
8692,Sarees,same as saree,solid,big border,traditional,default,same as saree,no
9499,Sarees,same as saree,solid,small border,traditional,default,zari woven,no
9789,Sarees,same as saree,solid,big border,traditional,default,same as saree,no
9909,Sarees,same as saree,solid,small border,party,jacquard,woven design,yes
10549,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
10713,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
12114,Sarees,same as saree,solid,big border,party,jacquard,same as saree,yes
12684,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
13027,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
13478,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
15021,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
15132,Sarees,same as saree,solid,small border,daily,default,default,no
15361,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
16158,Sarees,default,solid,small border,party,tassels and latkans,default,no
16705,Sarees,same as saree,solid,small border,daily,default,default,no
16815,Sarees,same as saree,solid,small border,traditional,default,zari woven,no
16851,Sarees,same as saree,solid,big border,party,jacquard,same as saree,yes
17300,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
17441,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
17456,Sarees,same as saree,solid,big border,traditional,jacquard,woven design,no
17747,Sarees,same as saree,solid,small border,wedding,default,zari woven,no
17965,Sarees,same as saree,solid,small border,party,jacquard,woven design,yes
18859,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
18944,Sarees,same as saree,solid,small border,traditional,default,zari woven,no
19298,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
19341,Sarees,same as saree,solid,small border,party,default,same as saree,no
19479,Sarees,same as saree,solid,small border,daily,default,default,no
20267,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
20917,Sarees,same as saree,solid,small border,traditional,jacquard,woven design,yes
21543,Sarees,same as saree,solid,big border,party,jacquard,same as saree,yes
23841,Sarees,same as saree,solid,small border,party,default,same as saree,no
24799,Sarees,same as saree,solid,small border,party,default,zari woven,no
24850,Sarees,same as saree,solid,small border,daily,tassels and latkans,default,yes
24968,Sarees,same as border,solid,small border,traditional,default,same as saree,no
25321,Sarees,same as saree,solid,big border,traditional,jacquard,same as saree,no
25459,Sarees,same as saree,solid,small border,traditional,default,same as saree,no
7561,Sarees,same as saree,no border,no border,party,default,same as saree,no
7920,Sarees,same as saree,zari,no border,daily,default,zari woven,no
8054,Sarees,solid,no border,no border,party,jacquard,zari woven,no
8199,Sarees,default,woven design,no border,traditional,tassels and latkans,same as saree,no
9387,Sarees,same as border,no border,no border,traditional,jacquard,woven design,no
9941,Sarees,same as saree,zari,no border,party,default,zari woven,no
9971,Sarees,default,default,no border,party,default,same as saree,no
10381,Sarees,default,no border,no border,party,jacquard,same as saree,no
10525,Sarees,default,no border,no border,party,jacquard,same as saree,no
10575,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
11171,Sarees,same as saree,woven design,no border,daily,tassels and latkans,same as saree,no
11688,Sarees,default,no border,no border,party,jacquard,same as saree,no
12000,Sarees,default,no border,no border,party,jacquard,same as saree,no
12549,Sarees,default,no border,no border,party,jacquard,same as saree,no
12832,Sarees,default,no border,no border,party,jacquard,same as saree,no
13113,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
13140,Sarees,solid,zari,no border,party,tassels and latkans,default,no
14196,Sarees,default,no border,no border,party,jacquard,same as saree,no
15131,Sarees,solid,zari,no border,daily,default,zari woven,no
16236,Sarees,same as saree,zari,no border,daily,tassels and latkans,default,no
16723,Sarees,solid,no border,no border,party,jacquard,zari woven,no
18497,Sarees,same as saree,woven design,no border,party,jacquard,zari woven,no
19543,Sarees,default,no border,no border,party,jacquard,same as saree,no
19815,Sarees,same as saree,zari,no border,wedding,default,zari woven,no
20940,Sarees,default,woven design,no border,party,default,same as saree,no
21192,Sarees,same as border,zari,no border,party,default,default,no
23523,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
23532,Sarees,default,no border,no border,party,jacquard,same as saree,no
23633,Sarees,default,no border,no border,party,jacquard,same as saree,no
23801,Sarees,default,no border,no border,traditional,jacquard,zari woven,no
25237,Sarees,default,no border,no border,party,jacquard,same as saree,no
25568,Sarees,same as saree,zari,no border,traditional,default,same as saree,no
22971,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12266,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
18100,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20222,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17313,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8384,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17093,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9568,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22758,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19307,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
23261,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
25134,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12015,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21767,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9411,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17724,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9139,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8785,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22263,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8951,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14262,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24733,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13925,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11760,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
22097,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19160,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15774,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9578,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13177,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
21137,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11281,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20634,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17336,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19825,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
8226,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
15952,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
9887,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
16317,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17036,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
19130,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
12494,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24769,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
7608,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
20485,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
11109,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24412,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
13036,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
17894,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
14397,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
24570,Sarees,same as saree,woven design,small border,party,jacquard,woven design,no
